Title,Abstract,SDG_Labels,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17
"Capital mobility, diminishing returns and wage inequality","This article sets up a new economic geography model with diminishing marginal returns to labor and capital and examines the effect of capital liberalization on industrial agglomeration and wage inequality. The simulation results indicate that, for a country with strict capital controls, capital liberalization is able to reduce the wage difference between countries in both nominal and real terms. It is also shown that the diminishing marginal returns and the increasing returns to scale have opposite effects on the location of economic activities: the effect of increasing returns to scale is prone to agglomerating economic activities into larger economies, while the effect of diminishing marginal returns tends to decentralize economic activities. © 2012 Copyright Taylor and Francis Group, LLC.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Capital outflow controls and income distribution in Malaysia,"The study seeks to analyze the impact of capital outflow controls, imposed by Malaysian government on September 1998, on income distribution. Regression analysis using OLS (Ordinary Least Square), 2SLS (Two Stages Least Square) and GMM (Generalised Method of Moment) methods of estimation reveals that the capital outflow controls reduce inequality of income distribution in the country. The controls are believed to result in improvement of export-led industries, through devaluation from controls policy. It is also found at the same time that Manufacturing suffers more income inequality between male and female workers than do other sectors of the economy.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Capitalism and the Challenge of Inequality,"Rapidly rising income and wealth inequality in the United States and other Western countries has been commonly identified as an inherent and nefarious feature of the capitalist system. In fact, however, rising inequality within the economically advanced countries has been accompanied by both a significant relative improvement of the economic and social position of the previously disadvantaged groups, such as women and ethnic minorities, and an unprecedented reduction of the inequalities between the people living in the advanced countries and the rest of the world. This change is largely due to the phenomenon of globalization that brought the advantages of the capitalist economic system to the developing world. Rising inequality is also an effect of the deep technological transformation of Western economies in which an increasing share of national wealth is produced by a much smaller number of highly skilled and educated people than had ever been the case in the past. To be sure, the growing inequality does raise the specter of political instability and may call for some counteracting redistributive measures. But the most important condition of all such measures is not to base them on a theory that might undermine the legitimacy and the effectiveness of the capitalist market economy. A program of restituting to the descendants of American slaves the value of the labor unjustly taken from their ancestors might both alleviate some of the existing inequalities and reduce racial animosities, while at the same affirm the liberal commitment to the institutions of private property and inheritance. A provision of a certain amount of capital to each high-school-graduating student might widen and equalize their opportunities, while giving them a stake in the free market economy and redefining the concept of American citizenship.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carbon Border Adjustment Mechanism (CBAM) to Tackle Carbon Leakage in the International Fertilizer Trade,"Carbon emissions have negative effects on the climate regardless of the location they are generated, and several strategies were introduced to meet the Sustainable Development Goals, precisely, Goal 13 “Take urgent action to combat climate change and its impacts”. Recently, to tackle the so-called carbon leakage, the European Union (EU) introduced the Carbon Border Adjustment Mechanism (CBAM), which is a crucial instrument to establish a fair price for the carbon emissions during the production of certain carbon-intensive goods, including fertilizers. The objective of this study is to assess the efficacy of the CBAM in addressing carbon leakage within the EU by evaluating the virtual carbon emission flows to the EU in the timespan 2019–2023, focusing on the top ten primary exporters of fertilizers. The assessment is based on the comparison of the world weighted average (WWA) emission factor and the country-specific one, to identify a more suitable method for measuring carbon emission flows. Results highlighted the opportunity of treating countries individually, rather than employing WWA emission factors. Emissions could be minimized by reducing production levels in countries with lax environmental policies, but this could penalize third-party economies. Sustainable development can be achieved by introducing fair environmental policies, maintaining constant production levels, economically compensating production economies, and exporting skills and know-how.",13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Carbon Management behind the Ambitious Pledge of Net Zero Carbon Emission—A Case Study of PepsiCo,"Since the industrial revolution, greenhouse gas emissions caused by human activities have posed an unprecedented global challenge to social development and impact on the natural environ-ment. With the growing awareness of environmental protection and the promotion of international cooperation mechanisms, there is a global consensus to control greenhouse gases. In order to avoid irreversible and catastrophic climate change, there is an urgent need for more companies to take action and make credible commitments to combat climate change and carbon reduction goals aligned with the Paris Agreement and the UN Sustainable Development Goals. As one of the largest and most influential international food and beverage companies with a range of well-known brands, PepsiCo has made ambitious commitments to science-based climate goals, including reducing GHG emissions from its direct operations by 75% against the 2015 baseline and reducing GHG emissions across its indirect value chain by 40% by 2030, as well as setting an ambitious new target to achieve net-zero emissions by 2040. PepsiCo has incorporated carbon reduction and climate strategies in all focus areas across its value chain, accelerating its work on broadening the scale of sustainable agriculture and regenerative farming practice; reducing plastic use and increasing the use of recycle and renewable materials as well as adopting low-carbon alternatives; developing efficient and alterna-tive solutions in transportation and distribution; shifting to renewable electricity and fuels in man-ufacturing and fleet. Up to 2021, PepsiCo has achieved a 23% of the absolute emissions target of reducing Scope 1 and Scope 2 emissions and 7.9% of the absolute emissions target of reducing Scope 3 emissions. This research aims to evaluate the performance of PepsiCo on achieving their carbon reduction targets based on the analysis of the reported carbon estimates and reduction strategies, and also provides future strategic suggestions and guidance by adopting case study analysis. Alt-hough PepsiCo has reported great progress in reducing carbon emissions, further efforts are needed to achieve these goals.",13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Carbon Palma Ratio: A new indicator for measuring the distribution inequality of carbon emissions among individuals,"Combating global climate change calls for all countries to accelerate emissions reductions, and equity is an important guiding principle. A new indicator – the carbon Palma ratio, extended from the income Palma ratio and defined as the ratio of the total emissions of the top 10% emitters to those of the bottom 40% – is proposed, which provides a new perspective to inform the international community and the public of the distribution inequality of carbon emissions among individuals. The ratio is quantified within and across countries, by applying an elastic relationship between individual emissions and income. Results show that the carbon Palma ratios within most developing countries are overall high, suggesting them to focus more on coordinating regional and income differences and mainly guide high emitters to mitigate, so as to improve emissions and income equity simultaneously. The carbon Palma ratios within developed countries are comparatively smaller; however, the greater historical responsibilities to warming suggest them to substantially reduce emissions of all citizens, so as to enhance national mitigation contributions systematically. At a global scope, the current carbon Palma ratio is observably higher than within any country, reflecting an extremely severe inequality when looking at individual emissions beyond territorial limitations. The regional decomposition of emitters further suggests developed countries to take the lead in the post-Paris era in ratcheting up mitigation and climate finance ambition.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carbon Taxes Beyond Emissions’ Reduction: Co-benefits and Behavioural Failures in Emerging Markets,"Carbon taxes are the preferred structural strategy by economists to reduce carbon emissions. However, the additional costs imposed on emitters and consumers make carbon taxes politically unpopular (particularly in emerging markets) due to the persistence of other unaddressed development challenges affecting institutions, businesses and individuals. Instead of communicating environmental benefits, we argue that developing countries garnering support for carbon taxes could benefit from conveying the idea that carbon taxes contribute to solving development challenges (finance mitigation investments, increase companies’ competitiveness and reduce inequality). Nevertheless, carbon taxes can only deliver development co-benefits beyond emissions reduction if their design is optimal (according to the World Bank’s FASTER principles) and if stakeholders behave rationally, as modelled. Such assumptions are improbable to hold because the proper functioning of carbon taxes is hindered by frictions between the FASTER principles and different behavioural failures (politically vested interests, self-interested actions and boundedly rational behaviours) attributed to policymakers, companies and consumers. Ultimately, policy implementation experiences could be far from the theoretically optimal carbon tax design because they will be disrupted by agents’ behavioural failures. It is yet unclear whether carbon taxes can achieve emissions reduction and development co-benefits simultaneously. Instead of relying solely on carbon taxes, emerging markets could complement their policy mix with non-price instruments (e.g. green procurement and standards) to better navigate behavioural failures.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carbon emissions from agricultural land use in China: spatio-temporal dynamics and pathways to neutrality,"This research analyzes the spatio-temporal evolution and driving factors of agricultural land use carbon emissions (ALUCE) in China from 2013 to 2022, utilizing LMDI and STIRPAT models. Key findings include: (1) Significant regional disparities exist, with eastern provinces exhibiting high and increasing ALUCE levels, while western provinces remain low and stable, necessitating targeted regional strategies and technological support. (2) Total ALUCE in China decreased by 8.6%, highlighting the need to optimize high carbon emission sources for sustainable agriculture. (3) ALUCE inequality is stable yet slightly variable, driven by inter-provincial differences, with spatial polarization evident. (4) Agricultural production efficiency inhibits ALUCE, while output increases and labor scale positively contribute. A novel environmental organizational framework is proposed to reduce ALUCE, offering policy implications for developing countries focused on regional strategies, technical support, and sustainable practices.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carbon emissions from international trade and consumption: Assessing the role of cumulative risk for EU and Chinese economic development,"The study examines the relationship between trade openness and carbon dioxide emissions in the cumulative risks context for China's economic development and the European Union. Hypotheses derived from a review of the literature substantiate the following key findings: (1) A reduction in CO2 emissions in developed countries due to restrictions on international trade may lead to an increase in CO2 emissions in developing and transitional economies. (2) Trade restrictions can reduce CO2 emissions in developed countries by shifting production to less developed nations. (3) The existing trade restriction policies do not effectively curb global CO2 emissions and may exacerbate social inequality between “wealthy” and “poor” countries. The study findings hold relevance for policymakers, academic researchers, experts in climate change mitigation.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carbon emissions in countries that failed to ratify the intended nationally determined contributions: A case study of Kyrgyzstan,"The Paris Agreement aims to increase global participation in climate change actions, yet attentions are not equally given among countries. The knowledge gap remains in understanding the structure and drivers of the emission in small developing countries. Eighteen countries have failed to ratify their Intended National Determined Contributions (INDCs) as an officially recognized emission target. Among these countries, we chose Kyrgyzstan as a case to construct its emission inventories from both production-based and consumption-based perspectives and to identify the drivers of emission changes using structural decomposition analysis (SDA). The empirical results revealed that CO<inf>2</inf> emissions in Kyrgyzstan depicted a wavelike rise from 2007 to 2015, whilst the production structure contributed to 14% of the production-based CO<inf>2</inf> emission growth from 2012 to 2015. As a net emission importer, Kyrgyzstan transferred large quantities of CO<inf>2</inf> emissions to China and Russia through imports. However, if all manufacturing imports were produced within Kyrgyzstan, the emission would be over five times compared to the current level. It is helpful to reduce global emissions for Kyrgyzstan to import goods from other countries whose carbon intensities are lower. Overall, this study highlights the need to focus on these countries' failure to ratify INDCs while calling the Paris Agreement to provide a better understanding and mitigation mechanism for these small developing countries.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Carbon emissions, income inequality and economic development","This paper investigates whether changes in income inequality affect carbon dioxide (CO <inf>2</inf>) emissions in OECD countries. We examine the relationship between economic growth and CO <inf>2</inf> emissions by considering the role of income inequality in carbon emissions function. To do so, we use a new source of data on top income inequality measured by the share of pretax income earned by the richest 10% of the population in OECD countries. We also use Gini coefficients, as the two measures capture different features of income distribution. Using recently innovated panel data estimation techniques, we find that an increase in top income inequality is positively associated with CO <inf>2</inf> emissions. Further, our findings reveal a nonlinear relationship between economic growth and CO <inf>2</inf> emissions, consistent with environmental Kuznets curve. We find that an increase in the Gini index of inequality is associated with a decrease in carbon emissions, consistent with the marginal propensity to emit approach. Our results are robust to various alternative specifications. Importantly, from a policy perspective, our findings suggest that policies designed to reduce top income inequality can reduce carbon emissions and improve environmental quality.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carbon neutrality potential of the ASEAN-5 countries: Implications from asymmetric effects of income inequality on renewable energy consumption,"The Association of Southeast Asian Nations (ASEAN) member countries are lagging behind the United Nations’ Sustainable Development Goals (SDGs) to increase the share of renewable energy use and to reduce income inequality. Therefore, this study scrutinises the asymmetric effect of income inequality on renewable energy consumption in order to assess the possibility of the major ASEAN-5 countries adopting the carbon neutrality goal. The study employs a nonlinear panel autoregressive distributed lag (ARDL) model, from 1990 to 2015. By using four income inequality proxies, the empirical results show, firstly, that an alleviation of income inequality promotes the consumption of renewable energy in the long run, and vice versa. Secondly, the asymmetric effect is found and confirms that the positive shock (worsening of inequality) of income inequality generates a larger impact on the consumption of renewable energy compared to the result from negative shock (improvement of inequality). Lastly, the Hatemi-J asymmetric Granger causality tests reveal bidirectional causality between the positive inequality shock and the consumption of renewable energy. Consequently, in terms of policy implication, there is a strong argument to reduce the degree of income inequality in ASEAN-5 in order to promote the consumption of renewable energy and to increase the feasibility of adoption of carbon neutrality targets in the region.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carbon offsets and inequality: Social costs and co-benefits in Guatemala and Sri lanka,"The Clean Development Mechanism (CDM) of the Kyoto Protocol is designed to reduce global CO<inf>2</inf> emissions while transferring technology and investment to developing countries. Little evaluation has been conducted, however, regarding the efficiency of outcomes and co-benefits or the social costs generated by carbon-mitigation projects. This article presents a comparative case study of two carbon-offset projects funded by fossil-fuel based power generation companies in the United States: the first forestry project funded explicitly to offset greenhouse gas emissions, in Guatemala, and the first rural solar electrification-carbon offset finance agreement, in Sri Lanka. We demonstrate that achieving offset targets and development-related benefits from CDM projects cannot be assumed, and that social equity can be negatively impacted by CDM-type projects. As such, future offset agreements and post-Kyoto climate negotiations would benefit from closer attention to issues of context, transparency, and social equity in order to minimize the social costs of carbon emissions trading. © 2009 Taylor & Francis Group, LLC.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Carbon tax incidence on household demand: Effects on welfare, income inequality and poverty incidence in Thailand","Studying the impact of a carbon tax on household demand can be relevant in terms of securing public acceptance of a carbon tax and clarifying the implications for policy design. This paper aims to fill a gap in the academic literature by simulating carbon tax scenarios and estimating distributional effects of the tax on household welfare, income inequality, and poverty rates based on household consumption in Thailand. The study employs a microsimulation model incorporating the economy-wide effects of the tax on prices and consumers’ behavioral responses to changes in prices. The results indicate that a carbon tax is progressive in Thailand under revenue-recycling scenarios by expanding social transfer programs. When carbon tax revenues are recycled through pensions for elderly people, the carbon tax could reduce the poverty rate and improve the welfare of households in the lowest quintile. The results imply that the distributional impacts of environmental taxes could result in favorable outcomes for income inequality and poverty reduction in developing countries.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carbon-reducing taxes and income inequality: General equilibrium evaluation of alternative energy taxation in Taiwan,"Recently, several studies have been a detailed evaluation of the economic implications of energy taxation as a policy instrument to conserve energy and reduce carbon emissions. However, little attention has been devoted to inquiring about the economic implications of energy taxation in the newly industrialized countries (the so-called NICs). In this paper, we use a multisector, multihousehold computable general equilibrium model to assess the distributional effects of alternative energy taxation on the Taiwan economy. The counterfactual simulation technique is applied to investigate the income distribution implications of: (1) an increase in the import taxes of crude oil; and (2) an increase in the excise taxes of petroleum products. Our empirical results basing on Taiwan's data show that both energy taxes increase government revenue and the Gini coefficient, but reduce net value-added, private consumption, disposable income and equivalent variation. A raise in the Gini coefficient implies that there is a worsening in the distribution of income. The lowest income group suffers relatively large welfare and income loss, but the highest income group suffers a relatively small welfare and income loss. The distributional effects differ from household to household depending on the composition of their total consumption and the source of their factor income. Our findings reveal that the energy tax appears to be mildly regressive, there are broadly consistent with those cases of developed countries reported in previous studies.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardio-metabolic outcomes in South Asians compared to White Europeans in the United Kingdom: a matched controlled population-based cohort study,"Background: There appears to be an inequality in the risk of cardio-metabolic disease between those from a South Asian (SA) background when compared to those of White Europeans (WE) descendance, however, this association has not been explored in a large European cohort. This population-based open retrospective cohort explores the incidence of cardio-metabolic disease in those without pre-existing cardiometabolic disease taken from a large UK primary care database from 1st January 2007 to 31st December 2017. Methods: A retrospective open cohort matched population-based study using The Health Improvement Network (THIN) database. The outcomes of this study were the incidences of cardio-metabolic events (type 2 diabetes mellitus, hypertension, ischemic heart disease, stroke, heart failure, and atrial fibrillation). Results: A total of 94,870 SA patients were matched with 189,740 WE patients. SA were at an increased risk of developing: T2DM (adjusted hazard ratio (aHR) 3.1; 95% CI 2.97–3.23); HTN (1.34; 95% CI: 1.29–1.39); ischaemic heart disease (IHD) (1.81; 95% CI: 1.68–1.93) and heart failure (HF) (1.11; 95% CI: 1.003–1.24). However, they were at a lower risk of atrial fibrillation (AF) (0.53; 95% CI: 0.48–0.59) when compared to WE. Of those of SA origin, the Bangladeshi community were at the greatest risk of T2DM, HTN, IHD and HF, but were at the lowest risk of AF in when compared to Indians and Pakistanis. Conclusion: Considering the high risk of cardio-metabolic diseases in the SA cohort, differential public health measures should be considered in these patients to reduce their risk of disease, which may be furthered tailored depending on their country of origin.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardiovascular disease care and outcomes in West and South European countries,"Variations in cardiovascular disease (CVD) burden between West and South European countries are rarely reported. To address this knowledge gap, The Lancet Regional Health-Europe convened experts from a broad range of countries to assess the current state of knowledge of cardiovascular disease inequalities across Europe. This Review is specifically focused on West and South European countries. Mortality, risk factor and economic data for nine West European and six South European countries were sourced from the World Health Organisation, the Global Burden of Disease study and the World Bank. Healthcare data were collected by survey of participating countries. A key finding was of declines in age-standardised mortality rates (ASMRs) across all countries since 1990. In 2019 rates per 100,000 were lower in West European countries in males (279.7 (264.1–335.9) vs 337.2 (323.7–367.2)) and females (196.2 (183.3–228.8) vs 247.3 (232.2–268.3)). Differences in risk factor exposures were small, with the exception of physical activity and dietary factors, but across all countries the prevalence of obesity has increased, affecting >20% of adults in 2019. Healthcare delivery in 2019 showed inequalities with cardiovascular procedure rates lower in South compared with West European countries. Further declines in ASMRs in West and South European countries will require population strategies to reduce obesity and address inequalities in physical activity and dietary factors. Reducing the gap in procedure rates is unlikely to match the beneficial effects of population strategies for reducing CVD burden in South European countries.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardiovascular risk factors-using repeated cross-sectional surveys to assess time trends in socioeconomic inequalities in neighbouring countries,"ObjectivesThis study compares trends in socioeconomic inequalities related to key cardiovascular risk factors in neighbouring countries Northern Ireland (NI) and the Republic of Ireland (RoI). DesignRepeated cross-sectional studies. SettingPopulation based. Participants3500-4000 in national surveys in NI and 5000-9000 in RoI, aged 20-69 years. MeasuresEducational attainment was used as a socioeconomic indicator by which the magnitude and direction of trends in inequalities for smoking, diabetes, obesity and physical inactivity in NI and RoI were examined between 1997/1998 and 2007/2011. Gender-specific relative and absolute inequalities were calculated using the Relative Index of Inequality (RII) and Slope Index of Inequality (SII) for both countries. ResultsIn both countries, the prevalence of diabetes and obesity increased whereas levels of smoking and physical inactivity decreased over time. In NI relative inequalities increased for obesity (RII 1.1 in males and 2.1 in females in 2010/2011) and smoking (RII 4.5 in males and 4.2 in females in 2010/2011) for both genders and absolute inequalities increased for all risk factors in men and increased for diabetes and obesity in women. In RoI greater inequality was observed in women, particularly for smoking (RII 2.8 in 2007) and obesity (RII 8.2 in 2002) and in men for diabetes (RII 3.2 in 2002). ConclusionsInterventions to reduce inequalities in risk factors, particularly smoking, obesity and diabetes are encouraged across both countries.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cardiovascular, respiratory, and related disorders: key messages from Disease Control Priorities, 3rd edition","Cardiovascular, respiratory, and related disorders (CVRDs) are the leading causes of adult death worldwide, and substantial inequalities in care of patients with CVRDs exist between countries of high income and countries of low and middle income. Based on current trends, the UN Sustainable Development Goal to reduce premature mortality due to CVRDs by a third by 2030 will be challenging for many countries of low and middle income. We did systematic literature reviews of effectiveness and cost-effectiveness to identify priority interventions. We summarise the key findings and present a costed essential package of interventions to reduce risk of and manage CVRDs. On a population level, we recommend tobacco taxation, bans on trans fats, and compulsory reduction of salt in manufactured food products. We suggest primary health services be strengthened through the establishment of locally endorsed guidelines and ensured availability of essential medications. The policy interventions and health service delivery package we suggest could serve as the cornerstone for the management of CVRDs, and afford substantial financial risk protection for vulnerable households. We estimate that full implementation of the essential package would cost an additional US$21 per person in the average low-income country and $24 in the average lower-middle-income country. The essential package we describe could be a starting place for low-income and middle-income countries developing universal health coverage packages. Interventions could be rolled out as disease burden demands and budgets allow. Our outlined interventions provide a pathway for countries attempting to convert the UN Sustainable Development Goal commitments into tangible action.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Care Task Division in Familialistic Care Regimes: A Comparative Analysis of Gender and Socio-Economic Inequalities in Austria and Slovenia,"Demographic aging has led to an increase in the number of people with multiple needs requiring different types of care delivered by formal and informal carers. The distribution of care tasks between formal and informal carers has a significant impact on the well-being of carers and on how efficiently care is delivered to users. The study has two aims. The first is to explore how task division in care for older people differs between two neighboring countries with different forms of familialism: Slovenia (prescribed familialism) and Austria (supported familialism). The second is to explore how income and gender are associated with task division across these forms of familialism. Multinomial logistic regression is applied to SHARE data (wave 6, 2015) to estimate five different models of task division, based on how personal care and household help are distributed between formal and informal carers. The findings show that the task division is markedly different between Slovenia and Austria, with complementation and supplementation models more frequent in Austria. Despite generous cash benefits and higher service availability in Austria, pro-rich inequalities in the use of formal care only are pervasive here, unlike in Slovenia. Both countries show evidence of pro-poor inequalities in the use of informal care only, while these inequalities are mostly absent from mixed models of task division. Generous cash transfers do not appear to reduce gender inequalities in supported familialism. Supported familialism may not fundamentally improve inequalities when compared with less generous forms of familialism.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Care cascades of diabetes and hypertension among late adolescents in India,"Background Diabetes and hypertension are the most prevalent morbidities in India and are quickly becoming common among the younger age groups. Adolescents aged 10–19 years, accounting for one-fifth of the country’s population, are at an increasing risk of developing these conditions. We aim to examine the prevalence, awareness, treatment, and control (ATC) of diabetes and hypertension among late adolescents (15–19 years) in India. Methods We used microdata of 204 346 late adolescents from India’s fifth round of the National Family and Health Survey, 2019–21. We defined hypertensive adolescents as those diagnosed with hypertension or those with a systolic blood pressure (BP) measurement of ≥130 mm Hg, diastolic BP measurements of levels ≥80 mm Hg, or those who used medication to lower BP at the time of the survey. Diabetic adolescents were those diagnosed as such by health professionals, those with glucose levels above 140 mg/dL, or those taking any medication to control high blood glucose levels at the time of the survey. We estimated the age-sex-adjusted prevalence of both conditions and their ATC rates, referred to as cascade care. We used the Erreygers’ Concentration Index to examine the socioeconomic inequality in cascade care. We used multivariable logistic regression to estimate the average marginal effects while controlling for sociodemographic characteristics. Results Of 204 346 late adolescents, 27.8% (95% confidence interval (CI) = 27.6, 28.2) had either of the two conditions, with 3.5% (95% CI = 3.4, 3.6) being diabetic and 24.3% (95% CI = 24.0, 24.6) having hypertension. The ATC rate of diabetes was 13.5% (95% CI = 12.4, 14.7), 13.1% (95% CI = 11.9, 14.2), and 12.1% (95% CI = 11.0, 13.3), respectively. For hypertension, the and ATC rate was extremely low at 6.2% (95% CI = 5.8, 6.5), 3.5% (95% CI = 3.3, 3.7), and 3.3% (95% CI = 3.1, 3.5), respectively. There was a pro-rich socioeconomic inequality in the prevalence of hypertension and a pro-poor inequality in the prevalence of diabetes among late adolescents. We observed significant variations in both conditions across the regions of India. Conclusions The high prevalence and low care cascade levels of diabetes and hypertension among late adolescents in India are concerning. A multipronged strategy that includes screening, diagnosis, and timely interventions at school and home can reduce the burden of hypertension and diabetes among the prospective workforce in India. Sensitising adolescents through school curricula under the New Education Policy (2020) is recommended to reduce the burden of these conditions. We also recommend that longitudinal and intervention studies focussed on this age group be undertaken in the future to help reduce the disease burden.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Caribbean development in the new multipolar world order,"This book addresses the subject of critical development alternatives for the Caribbean Community (CARICOM) states in a post-neoliberal, new multipolar world order based on competition and co-operation by the United States, the European Union, China, and Russia for natural resources and markets. Neoliberal globalization has traditionally restricted economic and political activities in the Caribbean region to Western-style free-market capitalism and liberal democracy. However, through an exploration of the new multipolar world order, which replaces the US-led unipolar global order that existed since the collapse of the former Soviet Union, the author argues that today, the Caribbean Community states now have real economic and political options for development alternatives. Through examining how countries such as China and Russia have risen to economic success in recent years, the book seeks to explore how the Caribbean Community states might adopt such features which would allow them to formulate ""another"" development, such as introducing measures which can bring about a reconciliation between resource use and endowment, and reduce inequalities. As such, it will appeal to scholars of sociology and development studies with interests in the Caribbean region and world order.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Caries Preventive Interventions and Oral Health Inequalities: A Scoping Review,"Introduction: Dental caries remains one of the most prevalent but preventable diseases among children worldwide and especially affects children with a lower socioeconomic status or ethnic minority background. It is important that all groups of children are reached by preventive interventions to reduce oral health inequalities. So far, it is unknown whether children from different social and ethnic groups benefit equally from potentially effective oral health interventions. Objectives: This scoping review aimed to identify European public health interventions that report their effect on dental caries across different social groups. Methods: Four databases were searched for studies evaluating the effect of oral health interventions on dental caries among children from 0 to 12 y, and studies were included when results were presented by children of different social groups separately. Results: A total of 14 studies were included, representing 4 different countries: 3 randomized and 11 nonrandomized studies. Most studies were performed at schools. Six studies showed results indicative of a reduction in oral health inequalities, 4 studies showed results that potentially widen oral health inequalities, and 5 studies showed results that were indicative of no impact on oral health inequalities. Interventions that contain early approaches, with a high frequency, approaching multiple levels of influence, and including at least the broader organizational or public policy level, may have the potential to reduce oral health inequalities among children from birth to young adolescence. Conclusion: We recommend researchers to perform high-quality intervention studies and to evaluate the effectiveness of oral health intervention always in different socioeconomic or ethnic groups separately, to better understand their contribution toward oral health (in)equalities. Knowledge Transfer Statement: This review offers insight in the differential effects that oral health interventions might have across different social groups. Its results can be used to develop interventions that might reduce oral health inequalities among children. Also, we recommend future researchers to always evaluate the effects of any preventive oral health measure in different social groups separately.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Case study A: Non-contributory social cash transfers in Zambia,"Zambia is a lower middle-income country with copper mining as the mainstay of the economy. However, the country is consistently ranked among those with high levels of poverty and inequalities. The Non-contributory social cash transfers are among major social protection pillars designed to reduce poverty, inequality, and vulnerability. The non-contributory social cash transfer programmes have demonstrated the potential to contribute to the reduction of extreme poverty, inequality, and vulnerability in Zambia. This is reflected in the increased food security, per-capita food consumption, asset accumulation, and child school enrolment among households receiving social cash transfers. However, the full potential of non-contributory cash transfer programmes in Zambia could be realized if appropriate measures are taken to address major challenges associated with programme design such as targeting, benefit size, and implementation modalities. It will require scaling up transfer-values; provision of supplementary support benefits; and promoting accountability in management of social cash transfers.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Case study N: Capacity development for social protection in Zambia,"The Government of the Republic of Zambia formulated the National Social Protection Policy in 2014, to guide the provision of effective social protection services to reduce poverty, inequality, and vulnerability in Zambia. However, the design and implementation of effective services require availability of adequate national technical capacity developed through systematic training. This paper reports on the processes of designing pre-service social protection training curricula at undergraduate and graduate levels coordinated by the University of Zambia. The curricula design was a collaborative effort of state and non-state actors in Zambia with technical support of reputable international social protection training institutions and experts. Sustaining collaboration and reaching consensus on curricula structures and contents were major challenges. For countries like Zambia capacity development for social protection through pre-service training needs to be supplemented by external peer-to-peer learning exchange to enhance local curricula design capacity and ensure curricula structures and contents reflect best practices.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Case study: Affordable and clean energy (SDG7): Designing through tensions of ‘and/or’: A case study informing qualitative approaches for designers responding to SDG7,"UN Sustainable Development Goal (SDG) 7 asks us to “ensure access to affordable, reliable sustainable and modern energy for all”. 1 This chapter provides a case study analysis of the challenges associated with designing for humanitarian concerns regarding displaced populations and their energy requirements in the broadest sense. The case is situated in sub-Saharan Africa during a UK-funded Global Challenges research project titled Energy and Forced Displacement: A Qualitative Approach to Light, Heat and Power in Refugee Camps and involves designers, anthropologists and associated stakeholders. The goal of the project is to understand ways in which qualitative methods, analysis and insights regarding energy requirements of the displaced communities can inform future policy practices for access to energy and the procurement of intermediary devices necessary to convert it. In this chapter, service and system design approaches are considered through anthropological perspectives, whereby energy objects are brought into the frame of analysis. Strategies of adaptation are witnessed, associated with transitions at the local level through frugal and informal approaches to innovation by the displaced communities themselves. The case study focuses on a particular set of entangled intermediaries relating to heating and cooking: firewood, charcoal and liquefied petroleum gas (LPG). The case study highlights that potential approaches for product and service design solutions are numerous, but a particular tension exists inherent within the SDG7 phrasing itself: that access to energy should be affordable, reliable, sustainable and modern. Our case study highlights the complex sets of entangled circumstances which often result in generic design approaches which do not yet currently fulfil the logical condition of ‘and’ in SDG7. More often than not, compromises are involved as a result of these top-down approaches to humanitarian design practices, which result in affordable, reliable, sustainable or modern energy within these particular communities, leading to suboptimal solutions and propositions.",7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
