text,labels
"However, when adaptation options are combined, the gains for farmers are significant. For example, the authors found that changing crops, when combined with water conservation strategies, delivers the largest gains of any of the adaptation options. The study concludes that, while adaptation to climate change based upon a portfolio of strategies is superior to single-option strategies, finding the right combination of interventions requires experimentation with different options to iterate the optimal course of action. The study also sheds light on the need to remove the structural barriers encountered by some groups when they attempted to access the full range of strategies, either because of poor socioeconomic status or weak access to financial resources, or owing to an absence of knowledge attributable to low levels of education or lack of information.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Section 5 gives consideration of care for other adults in the household and finds that in most countries partnered men are less likely to be involved in care than partnered women. The use of such data by the OECD is without prejudice to the status of the Golan Heights, East Jerusalem and Israeli settlements in the West Bank under tire terms of international law. Yet, as the previous chapter shows, men do a lot more paid work than women on average. This chapter draws on time use data to demonstrate that, when it comes to unpaid work, w'omen - particularly mothers - do considerably more time than men and fathers.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A possible solution to this problem is the application of a 'No Special Fee'. Such a fee includes in the port fee the cost of delivering waste, irrespective of the quantities discharged. The no special fee system effectively prevents cost from becoming a disincentive for using port reception facilities; similarly, the simplicity of the system results in a reduction in administration costs for port authorities.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The roundwood harvesting in Finland fluctuated a lot due to the changes in international forest-product market situation over past few decades (Statistics Finland 2012). This is because the mineral soils have been a sink, but the organic soils have been a source due to drainage of peatland. Organic soils have released more CO2 than what mineral soils removed in most years between 1990 and 2010. It is projected that forest soils will become, and the forest biomass will remain a sink with increasing rates of removal for 2013-2020.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"It is foreseen that 70% of the total mitigation efforts proposed in the INDC can be achieved in the forestry sector, with special focus on REDD+ activities (Government of Peru, 2015b). Although many of the identified mitigation measures in the sector are deemed cost effective over their lifetime, progress towards implementation, as well as mobilization of private sector/finance has been slow. The main barrier identified is related to higher upfront costs, as the main actors are small-hold farmers with limited access to financial services and limited investment capital.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"This is not a common practice, however, particularly in rural areas. With a limited inheritance, women can end up without sufficient assets or resources to support themselves. For example, if a wife has no personal assets, she may find herself destitute and deprived of the marital home unless she has minor children in her care. This altered control over assets within families and increased parental investments in daughters.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This report addresses the question of how that bill is divided between the public sector and individuals or firms. Forms of public-private collaboration, such as those inherent in technical and vocational training (TVET) systems, are likely to be instrumental in ensuring that workers get the right skills for the job. Such collaboration has been successful in countries such as Germany and Switzerland, but it has not always been easy to replicate elsewhere. There is uncertainty over whether they will be able to do so in the future.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The European Commission Global Climate Change Alliance (GCCA) champions channelling climate finance through a range of traditional and innovative modalities, such as budget support and sectoral support. Further, the Commission is experimenting with the use of off-budget national climate funds (NCFs) (GCCA, 2012). In some cases, providers and supporters are creating intermediary funds, designated to be replaced by domestically owned funds with time, or handed over to a domestic management authority once operational. In other cases, national funds have been created with the specific function of channelling sectoral climate finance, for example, the Indonesian Climate Change Trust Fund and the Indonesian forest fund for REDD+ (CFA and PWC, 2010).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Spot prices may not exceed a cap of AUD 12 900 per MWh. As can be seen, very high prices are rare, with prices sitting within the range of AUD 0-40 for around 90% of the time. Flowever, views differ on the adequacy of high but capped wholesales prices as a sufficient incentive to invest in marginal supply. Reducing carbon emissions associated with power generation is a central challenge in the project to reduce overall emissions from human activity. This is the case not only because stationary energy currently accounts for 40% of global energy-related C02 emissions, but also because reducing emissions from sources such as the transport sector will involve further electrification - since many of the most promising low-carbon energy technologies are those that produce electricity (wind and solar being two examples).","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It is therefore evident that current patterns of consumption and production are environmentally unsustainable and socially inequitable. Economic growth, human development and wellbeing would need to be substantially decoupled from resource use and environmental impact (UNEP, 2011). Achieving gains in decoupling will not happen spontaneously, but will require well designed public policies that enable economic restructuring toward sustainable consumption and production and resource efficiency.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"According to the latest PISA 2015 results, students’ socio-economic backgrounds have a varying degree of influence on their performance in science, reading and mathematics. In such countries as Austria, Chile, Belgium, France, Germany, Singapore and Switzerland, socio-economic backgrounds exercise a particularly strong influence on students’ performance, since students from disadvantaged backgrounds in these countries are very likely to not perform as well in PISA assessments as their peers from advantaged backgrounds. On the other hand, in Macao (China), Hong Kong (China), Japan, Finland, Estonia, Korea and Canada, the socio-economic background of students has a much weaker influence on their performance.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In other cases, individual accounts worked as an additional pillar on top of a public pension benefit (mixed systems). In still others, individual accounts completely replaced existing PAYG systems (substitutive systems) (see Mesa-Lago 2006; 2008). In some cases, affiliation was optional (and some or all workers could choose to stay in the public system).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This chapter also addresses concerns about the outcomes of compact city policies and presents ways for policy makers to handle this complex issue. While it appears clear that compact city policies can be expected to play a role in meeting this goal in today’s urban contexts (Chapter 1), an important question for policy makers is: how, and to what extent, can compact city policies be expected contribute to urban sustainability? While there is some evidence concerning energy consumption and the reduction of carbon emissions, there is extensive debate over whether compact city policies have solid, positive effects on environmental quality.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"As Andrew Garrad, chairman of the British energy consulting firm Garrad Hassan, has recently noted, in the past, the main objective was to develop “bigger and bigger” turbines in order to extract ever more power from the available wind resources. Today, however, the emphasis is increasingly on “better and better”. A case in point is Dongfang’s cooperation agreement with the Finnish company, The Switch, from early 2008.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Some 340 monitoring points have been established, to cover run-offs entering the Caspian Sea (310 industries, wastewater treatment plants, rivers), while 31 entities and installations (e.g. platforms) function at sea. More than 4,000 water and benthic samples are analyzed each year. They were further reinforced by Decree No. According to CCEMA data, tables 7.4 (a) and (b), the situation on the Absheron peninsula is improving.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
This report focuses on the financing of small to medium scale projects. Four involve Energy Service Companies (ESCOs) and four energy utilities; five schemes target households; 16 involve private financial intermediaries; six public or not-for-profit. Most rely on some form of public financial support.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"To reach this common understanding, an ongoing dialogue is required with a broad range of stakeholders, giving equal weight to different discourses, while at the same time valuing the professional expertise of key stakeholders. The current search for new consultation methods and platforms to make this possible is a promising way forward. The framework is currently being discussed with a broad group of 700 to 800 stakeholders and experts. The process started with a widespread request among stakeholders for ideas on ‘good education’. After an initial analysis, the Inspectorate has begun a dialogue about a draft framework, both through an online questionnaire and focus groups.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Educational attainment in Chile has considerably improved in recent years. Lower secondary education is now virtually universal and there has been progress in retaining students in upper secondary education even if about 20% of a cohort does not reach the final year of upper secondary education. Student learning outcomes in Chile are considerably below the OECD average but there has been considerable progress in the last decade.,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Therefore, the main place of settlement is on the coast. The northern system provides electricity to approximately go%of the population and most of the islands inthe northern part ofthe Faroe Islands. The southern system provides electricity to Suduroy, where approximately 10% ofthe population lives. A few smaller islands are not supplied with electricity through either of the two main grids.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"As central agencies seem to define missions and objectives but do not invest the necessary means to achieve them, little co-ordination is possible between these policy areas. In addition, intensive competition between different ministries is common in water, energy and agricultural policy co-ordination in several LAC countries. In Chile, water policies in the agricultural sector are designed by two separate ministries with different interests: the Ministry of Public Works, through its Office of Water Infrastructure (dams, irrigation, etc.) Lastly, unclear allocation of roles and a lack of institutional incentives for co-operation are also cited as common concerns for both water-energy and water-agricultural policy coherence.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Recent efforts to enhance primary care capacity through the development of multidisciplinary primary care units that complement the activities by traditional ambulatory care physicians working in solo practices can play a positive role in addressing these challenges. Public spending on health and long-term care is expected to increase considerably over the coming decades while, at the same time, ageing will reduce the share of the population of working-age needed to finance this public spending. The reform set a limit on nominal public health spending growth of 4.5% in 2012 and was gradually reduced to 3.6% in 2016, aiming to bring it in line with projected annual average GDP growth.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"They are governed by councils whose functions and duties include governing their institution and appointing its vice-chancellor or chief executive. Expenditure on educational institutions at all levels is 7.3% of GDP, above the OECD average of 6.3% (see Figure 8). Between 2005 and 2010, New Zealand has increased its spending by 0.8 percentage points, above the OECD average of 0.4 percentage points. As in most OECD countries, a large portion of expenditure on educational institutions comes from public sources (82.6%, compared to the OECD average of 83.6%).","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Adverse drug reactions as cause of admission to hospital: prospective analysis of 18 820 patients. An intervention to decrease catheter-related bloodstream infections in the ICU. New England Journal ofMedicine ;355:2725-2732. 25-Year summary of US malpractice claims for diagnostic errors 1986-2010: an analysis from the National Practitioner Data Bank. Lost productive life years caused by chronic conditions in Australians aged 45-64 years, 2010-2030.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The decisions of individuals and households have aggregate consequences for urban sprawl, congestion and air pollution, among other things. Tourism entails large-scale, short-term human mobility, often towards metropolitan areas. Tourism has significant economic impacts, generating 1 in 11 jobs worldwide and accounting for 7 per cent of exports globally.18 The tourism industry attracts large numbers of migrant workers in hospitality and related services. Available from http://www.e-unwto.org/doi/ pdf/10.18111/9789284418145; and UNWTO, “International tourist arrivals up 4% reach a record 1.2 billion in 2015”, 18 January 2016.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Finally, tax incentives would make Germany more attractive as a location for research as most of other OECD countries already provide this support (Ernst and Spengel, 2011). Thus, consideration should be given to complementing the direct support with tax incentives. The features of the tax incentives - including the level, the form (e.g. tax deferrals, tax allowances or tax credits), the base (e.g. level or increment of R&D expenditures) and the coverage (e.g. total or partial with targeted support) - should be carefully determined in function of Germany’s specific needs.12 Only a very small percentage of green technology patents between 2000 and 2007 draw on environmental or energy R&D (OECD, 201 If).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Support to tourism now at USD 89.3 million, also recorded a fall of 34% from 2014. A focus on trade development reveals an increase of USD 1.4 billion in 2015 to USD 6.3 billion covering almost a third of the total amount for building trade capacities. Two-thirds of this support is concentrated in the areas of agriculture and business services.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The choice of study design may also lead to an underestimation of the costs. This is demonstrated by Schwartz et al (Box 2.3 in Chapter 2). In the study, a broader definition of diagnostic errors was applied, including contextual as well as biomedical factors. The estimated costs using the expanded context of medical error were twenty times higher than what could be identified from a medical record review alone.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Furthermore, extractive developments can have numerous negative social impacts, including corruption, displacement, human rights violations, significant inflows of migrant workers, disruptions to traditional livelihoods, and increased social problems and crime. These can be further compounded by environmental impacts, ranging from lost access to livelihood resources, to resource damage and degradation, to contamination of land, air, and water. Even where the extractive sector has well-developed social and environmental assessment and management procedures, they are frequently not applied or are poorly enforced. In some cases, statutory land rights do not cover sub-surface resources or are revoked through an act of expropriation undera justification of eminent domain.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Meanwhile, the area encompassing the former USSR accounts for one of die world's largest migration systems, widi a migrant stock of up to 8-10 million people in the Russian Federation (Chudinovskikh and Denisenko, 2014) as the main destination country and Central Asian States2 as the principal countries of origin, which are highly reliant on remittances. The first papers addressing women's experience of migration in diat country - mostly the forced migration of Russian-speakers - emerged in the 1990s (Kosmarskaya, 1997; 1999; Pilkington, 1998; Britvina and Kiblitskaya, 2004), while more recently researchers have studied economic migration in this area. Notably, diere are rare papers in which male migration was considered from the gender perspective (Reeves, 2013). Overall, knowledge in die field of gender and migration in the former Soviet Union in general and from Central Asia to the Russian Federation in particular is fragmentary.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The law mandates an end to overfishing, promotes market-based management, strengthens the role of science, improves data on recreational fisheries, and includes new measures to combat illegal, unreported and unregulated (IUU) fishing and to reduce bycatch in global fisheries. Alaskan pollock, menhaden, cod, flatfish, Pacific salmon and hake are the six most important species in terms of volume, while crabs, scallops, shrimp, salmon, and lobster are highest in teims of gross value. The quantity of edible imports was 2.449 million tonnes, 1.542 million tonnes more than the quantity imported in 2011. About 95% of the transfers in 2011 were spent on general services. (","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"While the growth effect predominated in practically all tf appreciable decline in poverty, the contribution of the distribution effect was over 25% in six others. In order to supplement the characterization of income poverty in Latin America, updated results are presented for some population groups that are relevant to the poverty analysis. Poverty rates among children under the age of 15 may be between 1.1 and 2.0 times higher than for the total population,4 with the most notable differences recorded in countries with lower poverty levels.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Financial losses from extreme weather events have been increasing, largely due to increased development in higher-risk areas. The high potential impact and frequency of natural hazards have led to strong political support for risk reduction measures. As a result, Austria has a comprehensive, effective and well-funded administrative system for managing the consequences of natural hazards, mainly floods.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Additionally, inequality impact assessments for interventions in the health sector need to be introduced. This would draw attention to the inequality implications of proposed actions by local authorities and through international cooperation, including those of GHPs. Access, particularly under the Paragraph 6 System, should be further reviewed and amended so that the current patent and property rights regime is truly “development friendly” and, more importantly, improves access to essential medicines for the poor. Since agreement on and implementation of reforms is likely to be protracted, in the meantime, the provision of technical assistance to improve countries’ capacities to comply with the provisions of the TRIPS amendment is recommended. Making health systems more equitable"" Lancet, vol.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Rather the overall picture indicates a shortage of female teachers, and the need to expand recruitment of female teachers, so as to facilitate the attainment of EFA and MDG goals. It is hoped that increasing the number of female teachers will""create a stimulating, participatory learning environment"" (meeting at Nagarkot, Nepal in August 1997 cited in UNESCO, 2000). Section 1 provides a statistical overview of the situation in India.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"These challenges have been analysed in more depth in the OECD Guidelines for Cost-effective Agri-environmental Measures, with several recommendations that are sufficiently general to apply to the domain of flood risk mitigation (OECD, 2010b). Uncertainty in outcome is certainly undesirable for objectives such as bird conservation, but becomes socially unacceptable when it is about flood risks that can cause huge damages in cities, as well as injuries and loss of life. This may appear to give the advantage to structural measures which, despite their limitations and defaults, could offer more safety.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Over the long run, deep policy reforms and technological innovations can lead to improvements in both adequacy and sustainability by shifting the frontier outward. This will move them closer to the frontier (point C in Figure 1). The funding sources of health care systems are: general taxation, social insurance contributions, private insurance premiums and out-of-pocket payments.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Looking forward, further research could be undertaken to identify which types of discriminatory social institutions may have the most detrimental effects and which specific interventions should thus be pursued. The case of rich vs. poor countries"", World Bank Policy Research Working Paper. American Economic Journal: Macroeconomics, 2,222-246. Estimates for the Balkans and Turkey"", World Bank Policy Research Working Paper.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In place since 2006, this agreement addressed tariffs on lumber traded between the two countries as part of a decades-long trade dispute covered in earlier editions of this Review. In April 2017, the US government announced tariffs of 3-24% on imported lumber from Canada (Dattu era/., 2017). The UK's""Brexit""is due to take place on 30 March 2019; the deadline can only be extended beyond that date by unanimous agreement of all EU countries. Brexit may change the UK's supply and consumption of wood products. The country is the largest net importer of wood products in the EU, with the great majority of wood coming from other EU countries. Following separation from the EU, the UK may change supply streams to resources from outside the EU and strengthen domestic sourcing.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It then identifies the main criteria under which governments may take action to increase the resilience of the agricultural sector and its adaptive capacity to climate change. Finally, it discusses strategies to monitor and evaluate adaptation policies. The author would like to acknowledge the contributions of Arnoldo Matus Kramer and Livia Alfonsi. The author wishes to thank Fran§oise Benicourt and Michele Patterson for preparing this document for publication. Valuable comments on drafts were given by Carmel Cahill, Guillaume Gruere, Franck Jesus, Catherine Moreddu and Nicolina Lamhauge.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This will require a review of party constitutions and re-alignment of womens leagues, so that they can play more active roles to enhance womens engagement within the parties -beyond ‘dancing’ for party leaders. Hence political parties need to field women candidates across the board - at the presidential, legislature and local government levels. Incentives for political parties to comply will come from the laws that require them to nominate and field women candidates.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It assesses the policy and institutional framework, along with the process and tools used to identify priorities for climate change adaptation policies. The main challenges to implementation of the National Adaptation Strategy are identified, including securing finance and effectively mainstreaming adaptation into sectoral policies. The Austrian contribution to supporting adaptation activities in other countries is also discussed.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"The Ghana legislation prohibits imports and exports of e-waste, phases out the inclusion of printed circuit boards in electronic equipment, provides for the registration of manufacturers, importers, and distributors, as well as the establishment of an e-waste management fund to be achieved through payment of an advance eco-fund by manufacturers, importers, and distributors. Draft bills and regulations of many other African countries incorporate several of these features. Such approaches will integrate the informal sector into the official management structures, establish take-back schemes.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Following the example of the Netherlands, Sweden could establish knowledge-centres for mixed schools in municipalities aimed to help change preferences and misconceptions of foreigners through tours of the local schools organised by municipalities. These tours would provide parents with the opportunity to discuss enrolment options, learn more about the schools in their area and help them make informed decisions for their children. For example, the ‘first-come-first-serve’ principle discriminates against newly arrived students because newly immigrated parents do not have the ability, as native parents do, to put their children on a school’s waiting list many years in advance.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"While all the Commonwealth Pacific small states are engaged in some invasive species management activities, more concerted effort is required to address biosecurity issues (SPREP, 2016b). As the lack of resources has limited past implementation efforts, considerable investment of resources in combating invasive species will be required to achieve Target 15.8. The IAEG-SDGs proposed 23 indicators to monitor this goal, of which six are Tier 1 indicators (see Appendix 2.1).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"From its beginnings in the 1970s as the Council for Equality between Men and Women, it functioned as an executive commission but with a small staff of between five and eight employees. It was relocated from the Prime Minister’s Office to the Ministry of Social Affairs and Health, farther removed from central decision making, but received statutory responsibility for proposing gender equality reforms. This facilitated more successful intervention in prostitution debates, job training and political representation (World Bank, 2012). Chile’s National Service for Women, SERNAM, benefitted from a Chair with ministerial status. In this case, the gender institution’s leadership, along with a sector-specific approach to gender mainstreaming, improved its capacity to influence inter-sectoral dialogue with line ministries and the national gender institution advocated successfully for legislation on domestic violence and gender discrimination, including childcare for seasonal day workers and maternity leave for domestic employees.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"From this analysis the Two Mayors' initiative decided to focus on three key areas for future growth: a) the manufacture of green products for construction and retrofitting; b) renewable energy; and c) green transportation options. Against each priority area a sub-committee was tasked with leading a more detailed plan to deliver against the ambitions of the initiative. Green MSP as the leading initiative to help retain, grow and attr act green manufacturing businesses and jobs in the Minneapolis Saint Paul region.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Some time-use surveys in the region identify the time spent on this type of care and compare attendance at day-care centres. There is no significant difference when comparing men in the two groups, as the activities that fathers carry out with their children (playing, going for walks, transporting them from place to place) are not affected by the hours that children spend at home. Women, however, are responsible for compulsory activities that need to be carried out on a daily basis and at set times (feeding, cleaning, health care) (Batthyany, 2009).","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The surveys include a range of questions on issues such as school finance, strategic management, professional development and collaboration with communities. Each round of surveys also picks up particularly timely and relevant topics. For example, the 2010 survey in primary schools focused on the introduction of National Standards and the 2009 survey in secondary schools had a focus on the National Certificate of Educational Achievement (NCEA). These reports gather evaluative evidence on specific education issues and serve to inform policy and practice.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"They should continue to develop and implement measures that facilitate rural economy diversification and off-farm employment. This could include developing financing mechanisms to help smaller producers access IPARD investment funding, by allowing their co-investment to be paid in instalments instead of in full at the beginning. They should build the necessary databases including agricultural economic accounts, employment and output to inform policy analysis.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The problem of indebtedness and the instability of fiscal policy in industrialized countries could negatively affect development aid and donor countries’ commitments to contribute 0.7 per cent of their GDP to developing countries (Willem te Velde 2008). As such, countries that depend on international aid face elevated risks of being affected by the global financial and economic crisis. However, World Bank (2008) suggests that international aid would be the least volatile component and debt servicing costs are the main difficulty that developing countries could be confronted with in the case that the global economic crisis induces a contraction in their economy.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Statistics South Africa (2002) and Hoogeveen & Ozler (2006) found that poverty increased between 1995 and 2000. Hoogeveen & Ozler (2006) estimate that 12.6 million South Africans were living on less than PPP$1 per day in 1995 compared to 14.4 million in 2000 and that 22.9 million South Africans were living on less than PPP$2 per day in 1995 rising to 25.2m in 2000. The direction of these findings accords with the census based analysis presented earlier.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The notion of “affordability” is more problematic as it indicates a normative notion of the price level. To the extent that energy supply security pertains to trade between different nation states, insisting on “affordable prices” and thus, implicitly, on certain distributional arrangements can undermine the very objective it is trying to achieve. However affordability can take the meaning, not of low prices, but also of effectively managed price changes.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The akims are vertically subordinated to the government, which limits their interest in solving local problems. In general, they are not interested in gaining popular support or for what purpose. The fact that akims at oblast and rayon levels can be dismissed at any time at the president’s discretion is an indication of the control over SNGs.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Tariff reductions, and the liberalisation of domestic markets, coupled with important technological and structural shifts in the agro-food sector, created a new incentive structure in Brazilian agriculture. Currently, agricultural and food commodities imported to Brazil are subject to ad valorem tariffs, and no specific tariffs or special safeguards are imposed. Only a very small percentage (0.2%) of agricultural tariff lines has a tariff quota.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A number of conditions should be fulfilled to avoid unwanted outcomes from foreign land investments (as defined in a voluntary guideline, see FAO, 2012). In particular, there should be transparency in negotiations, deals should respect existing land and water rights, the benefits of the transaction should be shared with local communities, and the deals should be subject to a careful impact assessment to ensure their environmental sustainability (von Braun and Meinzen-Dick, 2009). Third party organisations, governments or international organisations could help support this goal by providing an external view.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"To address the threat of climate change, it is not only necessary to charge a price for carbon emissions; governments have to do much more, through actions to support innovation and diffusion of new, low-carbon technologies. The IMF simply assumes that climate policy consists of adjusting the price of carbon, when it states: “An effective mitigation policy must be based on setting a price path for the greenhouse gas (GFIG) emissions that drive climate change” (IMF, 2008, 4:2). Moreover, it apparently does not consider the problem as being so serious.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The ccTLD utilizes the International Standard Organization (ISO) two letter standard for country codes.59 The Internet Assigned Names and Numbers (ICANN) Corporation recognizes government responsibility for their ccTLD.60 This was not the case in the early days of the Internet when an assortment of groups had control over a number of LDC ccTLDs. The registry either processes registration requests for ccTLD names itself (""2R"" model: registry and registrant) or outsources the task to registrars (""3R"" model: registry-registrars-registrants). The registry defines the policy for 2nd level domains (e.g., .co, .go, etc.)","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"The information gathered in these surveys indicates that the growth rates of the female labour supply are inversely related to the growth rates for the number of hours devoted to domestic labour, on average. The latter also exhibit patterns similar to those observed for economic growth. Economic openness, on the other hand, correlates positively with growth in the case of the lagged variable (1.8%), reflecting these economies' export orientation. The external crisis variable used for the first two quarters of 2003 in Argentina and Uruguay and from the second quarter of 2009 onward for all the countries had a negative effect equivalent to about 3% on GDP growth.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The courses last from a few days up to 1-3 years. Some folk high schools provide Swedish tuition for immigrants as well as, among other courses, second-chance education where students can obtain the equivalent qualifications to the compulsory school leaving certificate and the upper secondary school leaving certificate. Liberal adult education receives government grants with the aim to develop activities that contribute to strengthening democracy and people participation. Besides these general guidelines the state does not steer their activities and folk high schools can design their own courses and profiles.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In the IMTA setting, seawater is recycled and up to 30% of the wild kelp, Ecklonia maxima, consumed by abalone is replaced by Ulva lactuca grown on site in the recirculation system. The overall commercial gain from using an IMTA approach was estimated at between USD 1.1 and 3.0 million per year, including a significant increase in farm profits (USD 200 000 to 700 000). The environmental benefits included the reduction of nitrogen discharges into adjacent coastal waters by 3.7 to 5.0 tonnes per year, the reduction in harvesting of wild kelp beds by 2.2 to 6.6 hectares per year, and the reduction of C02 emissions (reduced pumping needs) by 290 to 350 tonnes per year.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
